Plate_ID,Fun_ID,cont_ID,PH_ID,Plug_ID,opp_ID,r,K
LH502,L,0,5,lLH502,H,0.13732653608351372,6.3
LH502,H,0,5,hLH502,L,0.10862973087795118,7.9
LH503,L,0,5,lLH503,H,0.14869800835922958,6.9
LH503,H,0,5,hLH503,L,0.12063511200544838,8.5
LH504,L,0,5,lLH504,H,0.12063511200544838,6.2
LH504,H,0,5,hLH504,L,0.10591223254840046,8.1
LH505,L,0,5,lLH505,H,0.13122776556233473,5.8
LH505,H,0,5,hLH505,L,0.10943359216923748,8.9
LH506,L,0,5,lLH506,H,0.13732653608351375,6.4
LH506,H,0,5,hLH506,L,0.11004484033101147,9.7
LH507,L,0,5,lLH507,H,0.12645011395981,5.2
LH507,H,0,5,hLH507,L,0.1145363414842694,8.4
LH508,L,0,5,lLH508,H,0.12645011395981004,5.2
LH508,H,0,5,hLH508,L,0.0942214752970475,8.3
LH509,L,0,5,lLH509,H,0.1486980083592296,6.9
LH509,H,0,5,hLH509,L,0.09855717004553374,8.4
LH510,L,0,5,lLH510,H,0.1320065842811642,6.6
LH510,H,0,5,hLH510,L,0.09048985490333732,8.7
LH701,L,0,7,lLH701,H,0.1520494155405617,6.4
LH701,H,0,7,hLH701,L,0.15473429450020215,15.6
LH702,L,0,7,lLH702,H,0.18329213359917845,6.4
LH702,H,0,7,hLH702,L,0.16555236967522535,15.6
LH704,L,0,7,lLH704,H,0.21864998185115736,5.5
LH704,H,0,7,hLH704,L,0.17597507079260688,16.9
LH705,L,0,7,lLH705,H,0.14869800835922958,5.6
LH705,H,0,7,hLH705,L,0.1476416640445141,17.1
LH707,L,0,7,lLH707,H,0.13260899508565782,7
LH707,H,0,7,hLH707,L,0.15730762370125073,14.5
LH708,L,0,7,lLH708,H,0.1819109040758553,6.6
LH708,H,0,7,hLH708,L,0.15270904767816715,16.1
LH709,L,0,7,lLH709,H,0.19255563011839363,5.9
LH709,H,0,7,hLH709,L,0.14497083897767996,18.1
LH710,L,0,7,lLH710,H,0.1486980083592296,5.6
LH710,H,0,7,hLH710,L,0.1361303547064949,18.1
LP501,L,0,5,lLP501,P,0.15049660054074204,5.1
LP501,P,0,5,pLP501,L,0.20661537804672991,16.1
LP502,L,0,5,lLP502,P,0.13260899508565785,6.1
LP502,P,0,5,pLP502,L,0.1701220691419501,10.7
LP503,L,0,5,lLP503,P,0.13732653608351372,4.6
LP503,P,0,5,pLP503,L,0.21590261851131057,13.4
LP504,L,0,5,lLP504,P,0.1520494155405617,4.6
LP504,P,0,5,pLP504,L,0.1983706320727552,15.3
LP505,L,0,5,lLP505,P,0.14242928539854563,7.5
LP505,P,0,5,pLP505,L,0.17713325247333056,7.9
LP506,L,0,5,lLP506,P,0.12770640594149765,4.9
LP506,P,0,5,pLP506,L,0.19549694229466785,15
LP507,L,0,5,lLP507,P,0.15049660054074196,3.3
LP507,P,0,5,pLP507,L,0.21590261851131057,16.5
LP508,L,0,5,lLP508,P,0.13732653608351378,3.8
LP508,P,0,5,pLP508,L,0.1954969422946679,13.7
LP509,L,0,5,lLP509,P,0.1440849387422982,5.1
LP509,P,0,5,pLP509,L,0.1983706320727553,15
LP510,L,0,5,lLP510,P,0.14625890658128182,4.9
LP510,P,0,5,pLP510,L,0.19255563011839363,16.2
LP701,L,0,7,lLP701,P,0.15659537106192106,7.4
LP701,P,0,7,pLP701,L,0.2147064371342917,13
LP702,L,0,7,lLP702,P,0.233975272112699,9.2
LP702,P,0,7,pLP702,L,0.2209577397061243,11.3
LP703,L,0,7,lLP703,P,0.24762518360832295,8.2
LP703,P,0,7,pLP703,L,0.16687513334154253,12.1
LP704,L,0,7,lLP704,P,0.2153458247176379,8
LP704,P,0,7,pLP704,L,0.21682513192351333,12
LP705,L,0,7,lLP705,P,0.168740839618627,8.2
LP705,P,0,7,pLP705,L,0.19755629694510607,12
LP706,L,0,7,lLP706,P,0.18329213359917845,8.2
LP706,P,0,7,pLP706,L,0.18448831497619725,12.6
LP707,L,0,7,lLP707,P,0.159120709476611,7.7
LP707,P,0,7,pLP707,L,0.19143454637054863,11.6
LP708,L,0,7,lLP708,P,0.15912070947661097,8.4
LP708,P,0,7,pLP708,L,0.1895434361710111,11.5
LP709,L,0,7,lLP709,P,0.17328679513998635,7.8
LP709,P,0,7,pLP709,L,0.1701220691419501,12.7
LP710,L,0,7,lLP710,P,0.17328679513998635,8
LP710,P,0,7,pLP710,L,0.2047010986750996,12.5
PA501,P,0,5,pPA501,A,0.22978493560786856,15.1
PA501,A,0,5,aPA501,P,0.21864998185115747,6.6
PA502,P,0,5,pPA502,A,0.2186499818511574,14.9
PA502,A,0,5,aPA502,P,0.22907268296853883,7.1
PA503,P,0,5,pPA503,A,0.23713999811073525,14.4
PA503,A,0,5,aPA503,P,0.21309351152980327,6.1
PA504,P,0,5,pPA504,A,0.2204485740326699,15
PA504,A,0,5,aPA504,P,0.1732867951399864,6.6
PA505,P,0,5,pPA505,A,0.23259404258937583,15.3
PA505,A,0,5,aPA505,P,0.1880096745970343,6
PA506,P,0,5,pPA506,A,0.2325940425893759,15
PA506,A,0,5,aPA506,P,0.2107998691962787,7
PA507,P,0,5,pPA507,A,0.2380296815818433,15.2
PA507,A,0,5,aPA507,P,0.1925556301183936,7.3
PA508,P,0,5,pPA508,A,0.2325940425893759,15.4
PA508,A,0,5,aPA508,P,0.19694204509480245,7.9
PA509,P,0,5,pPA509,A,0.22978493560786856,14.4
PA509,A,0,5,aPA509,P,0.17838954445501828,6.8
PA510,P,0,5,pPA510,A,0.21787116313232796,14.1
PA510,A,0,5,aPA510,P,0.20117973905426265,6.5
PA701,P,0,7,pPA701,A,0.21787116313232788,13.7
PA701,A,0,7,aPA701,P,0.2011797390542626,7.2
PA702,P,0,7,pPA702,A,0.2371399981107352,13
PA702,A,0,7,aPA702,P,0.18800967459703433,6.7
PA703,P,0,7,pPA703,A,0.2461800808081885,13.3
PA703,A,0,7,aPA703,P,0.18600963192872916,8
PA704,P,0,7,pPA704,A,0.22396993365350693,13
PA704,A,0,7,aPA704,P,0.2107998691962787,7.4
PA705,P,0,7,pPA705,A,0.25676546671194334,13.1
PA705,A,0,7,aPA705,P,0.1899782192180517,7.3
PA706,P,0,7,pPA706,A,0.2371399981107352,13.6
PA706,A,0,7,aPA706,P,0.19694204509480245,7.5
PA707,P,0,7,pPA707,A,0.22396993365350693,13.1
PA707,A,0,7,aPA707,P,0.18329213359917845,6.9
PA708,P,0,7,pPA708,A,0.21787116313232796,12.5
PA708,A,0,7,aPA708,P,0.23397527211269892,7.1
PA709,P,0,7,pPA709,A,0.22978493560786856,13.5
